X,Y,Fuel_Type_Code,Station_Name,Street_Address,Station_Phone,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,EV_Level2_EVSE_Num,EV_Network,EV_Network_Web,Date_Last_Confirmed,Updated_At,Open_Date,Facility_Type,EV_Pricing,OBJECTID,Latitude,Longitude,ID
1421989.99994214,545318.000107899,ELEC,CLT AIRPORT BUS. VALET 01,5601 Wilkinson Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,84,35.232876,-80.935783,173012
1421989.99994214,545327.000089899,ELEC,CLT AIRPORT BUS. VALET 02,5601 Wilkinson Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,85,35.232903,-80.935783,173013
1453129.99999797,513704.00001581,ELEC,WHOLE FOODS MKT CHARLOTTE 02,6610 Fairview Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,86,35.147649,-80.82956,173716
1437340.00008197,502556.000002146,ELEC,HENDRICK SBLVD SERVICE 1,8901 South Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,87,35.116214,-80.881659,173741
1442620.00002064,621647.000008643,ELEC,WHOLE FOODS MKT HUNTERSVILLE 1,9129 Sam Furr Rd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,88,35.443649,-80.871523,174222
1447380.00001505,541579.00003998,ELEC,720 GARAGE STATION 04,621 S Poplar St,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,89,35.223935,-80.850547,174435
1447279.99988697,541536.000125974,ELEC,720 GARAGE STATION 02,720 S Church St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,90,35.223813,-80.850877,174436
1421809.99997406,580874.999859899,ELEC,COC CORNING OPT 3,4200 Corning Pl,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,91,35.330548,-80.93871,174539
1421819.99995406,580873.999861896,ELEC,COC CORNING OPT 2,4200 Corning Pl,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,92,35.330545,-80.938684,174540
1421829.99993405,580870.999867901,ELEC,COC CORNING OPT 1,4200 Corning Pl,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,93,35.330536,-80.93863,174541
1417170.00006773,518001.999949977,ELEC,CPI SECURITY STATION 2,4300 Sandy Porter Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,94,35.157578,-80.95012,174769
1451849.9999333,547445.000118971,ELEC,"CHARLOTTE, NC 249 EV ARC",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,95,35.24028,-80.83593,175419
1451849.9999333,547438.000132978,ELEC,"CHARLOTTE, NC 250 EV ARC",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,96,35.24026,-80.83593,175420
1451849.9999333,547433.000142977,ELEC,"CHARLOTTE, NC 248 EV ARC",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,97,35.240246,-80.835945,175421
1447569.99996313,609161.000046313,ELEC,HUNTERSVILLE MARK OIL L2,101 Statesville Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,98,35.409603,-80.854126,181247
1438660.00006664,528023.999919057,ELEC,SENTRYONE LAB,4001 Yancey Rd,888-758-4389,Public,"Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am",,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,99,35.186248,-80.878874,182989
1451770.00009331,547522.999962971,ELEC,"CHARLOTTE, NC FIRE HQ 4",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,100,35.240489,-80.836201,183464
1451750.00013331,547523.999960974,ELEC,"CHARLOTTE, NC FIRE HQ 3",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,101,35.240491,-80.836265,183465
1451839.9999533,547471.000066981,ELEC,"CHARLOTTE, NC FIRE HQ 1",500 Dalton Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,102,35.240351,-80.835981,183466
1451729.99984522,547524.999958977,ELEC,"CHARLOTTE, NC FIRE HQ 2",1210 Statesville Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/01/27 00:00:00+00,,,103,35.240493,-80.836324,183467
1451489.99999714,547240.999870807,ELEC,"CHARLOTTE, NC SPRATT 5",534 Spratt St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/02/25 00:00:00+00,,,104,35.2397,-80.83713,185364
1451349.99994905,547194.999962807,ELEC,"CHARLOTTE, NC SPRATT 1",534 Spratt St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/02/25 00:00:00+00,,,105,35.239567,-80.837585,185365
1451229.99986097,547293.000094891,ELEC,"CHARLOTTE, NC SPRATT 2",537 Spratt St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/02/25 00:00:00+00,,,106,35.23983,-80.838,185366
1451150.00002097,547291.000098899,ELEC,"CHARLOTTE, NC SPRATT 3",527 Spratt St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/02/25 00:00:00+00,,,107,35.23982,-80.83828,185367
1473590.00008839,566180.00005047,ELEC,IKEA USA CHARLOTTE 1,8300 Ikea Blvd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/03/25 00:00:00+00,,,108,35.292832,-80.764239,186569
1475169.99988113,575452.99987714,ELEC,Verizon - Charlotte,8921 Research Dr,,Private,For employee use only,,5,Non-Networked,,2021/04/08 00:00:00+00,2021/08/04 00:01:52+00,2021/01/05 00:00:00+00,OFFICE_BLDG,,109,35.318383,-80.759513,187080
1447289.99986698,545494.000083983,ELEC,Bank of America - Private Bank,900 W Trade St,,Private,,,4,Non-Networked,,2021/05/06 00:00:00+00,2021/05/06 13:19:19+00,2019/07/01 00:00:00+00,BANK,,110,35.234688,-80.851067,188029
1446599.99993464,482652.000112057,ELEC,Bank of America - Private Bank,13510 Ballantyne Corp Pl,,Private,,,6,ChargePoint Network,http://www.chargepoint.com/,2021/05/06 00:00:00+00,2021/05/06 13:19:19+00,2019/07/01 00:00:00+00,BANK,,111,35.062011,-80.849483,188030
1447629.99984314,521326.999861643,ELEC,Link Apartments Montford I,1606 Abby Pl,855-900-7584,Public,24 hours daily,,2,Greenlots,http://greenlots.com/,2021/12/04 00:00:00+00,2021/12/04 01:22:54+00,2021/04/29 00:00:00+00,,,112,35.168312,-80.848427,188122
1447879.9999993,541158.999895722,ELEC,ALLY FINANCIAL STATION 02,601 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/05/15 00:00:00+00,,,113,35.222807,-80.848816,189735
1447909.99993931,541181.999849722,ELEC,ALLY FINANCIAL STATION 03,601 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/05/15 00:00:00+00,,,114,35.222871,-80.848747,189736
1447860.00003931,541133.99994573,ELEC,ALLY FINANCIAL STATION 01,601 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/05/15 00:00:00+00,,,115,35.222739,-80.848889,189737
1445639.99988614,586504.000084817,ELEC,Northcrest Shopping Center - Tesla Supercharger,9841 Northlake Centre Parkway,877-798-3752,Public,"24 hours daily; for Tesla use only",A D Debit M V,,Tesla,http://www.teslamotors.com/supercharger,2021/10/11 00:00:00+00,2021/11/04 18:37:47+00,2021/06/25 00:00:00+00,SHOPPING_CENTER,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",116,35.347264,-80.859183,191693
1446370.00006655,539831.999925062,ELEC,SPECTRUM BLDG VANTAGE SOUTH 1,1220 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/07 00:00:00+00,,,117,35.219085,-80.853804,192588
1446259.99995847,539356.999890804,ELEC,SPECTRUM BLDG VANTAGE 3,1220 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/07 00:00:00+00,,,118,35.217775,-80.854145,192599
1446409.99998656,539669.999920979,ELEC,SPECTRUM BLDG VANTAGE 2,1220 S Tryon St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/07 00:00:00+00,,,119,35.218643,-80.853666,192603
1450909.9998448,536424.999849305,ELEC,MIDTOWN DECK STN 3 P2 RIGHT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,120,35.209957,-80.8384,192670
1450899.9998648,536387.999923304,ELEC,MIDTOWN DECK STN 5 P4 RIGHT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,121,35.209854,-80.83841,192671
1450940.00011289,536403.999891311,ELEC,MIDTOWN DECK STN 7 P5 RIGHT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,122,35.2099,-80.8383,192672
1450899.9998648,536449.000129387,ELEC,MIDTOWN DECK STN 4 P2 LEFT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,123,35.210022,-80.838425,192673
1450889.9998848,536432.000163391,ELEC,MIDTOWN DECK P1 RIGHT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,124,35.209976,-80.83847,192674
1450920.00015289,536407.999883309,ELEC,MIDTOWN DECK STN 2 P1 LEFT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/09 00:00:00+00,,,125,35.20991,-80.838356,192675
1450930.00013289,536417.999863312,ELEC,MIDTOWN DECK STN 6 P4 LEFT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/14 00:00:00+00,,,126,35.209938,-80.83832,192805
1450940.00011289,536408.999881312,ELEC,MIDTOWN DECK STN 8 P5 LEFT,830 Kenilworth Ave,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/14 00:00:00+00,,,127,35.209915,-80.83828,192806
1438840.00003472,531565.000054896,ELEC,"CHARLOTTE, NC FS 43-EV 1",421 Clanton Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/22 00:00:00+00,,,128,35.195985,-80.878473,193055
1446599.99993464,475188.999946222,ELEC,"CHARLOTTE, NC CMPD SOUTH EV-1",11217 Providence Rd W,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/23 00:00:00+00,,,129,35.041507,-80.849002,193103
1446449.99990655,475179.999964222,ELEC,"CHARLOTTE, NC CMPD SOUTH EV-2",11217 Providence Rd W,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/07/23 00:00:00+00,,,130,35.041474,-80.849493,193104
1449589.99986014,542530.000106484,ELEC,BoA Plaza,101 South Tryon Street,800-663-5633,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,2,SemaCharge Network,https://semaconnect.com/,2021/12/04 00:00:00+00,2021/12/04 00:22:19+00,2021/09/05 00:00:00+00,,$0.10/kWh Energy Fee,131,35.2266604,-80.8431913,195220
1453839.9998903,515235.999904558,ELEC,ESP STATION RESIDENT #3,4425 Sharon Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/09/18 00:00:00+00,,,132,35.151894,-80.82728,196051
1479069.99995513,519880.000130981,ELEC,Hendrick BMW,6950 E Independence Blvd,888-998-2546,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,Blink Network,http://www.blinkcharging.com/,2021/12/03 00:00:00+00,2021/12/03 22:55:11+00,2021/10/11 00:00:00+00,,Level 2: $0.49 per kWh,133,35.1659,-80.7431461,197592
1444669.99985763,475281.000090316,ELEC,LANTOWER WAVERL SW EV1,11809 Providence Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/10/19 00:00:00+00,,,134,35.041662,-80.855467,197885
1436609.99990155,494402.999903977,ELEC,MB S. CHARLOTTE CUSTOMER PARK,10829 Pineville Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/10/22 00:00:00+00,,,135,35.093776,-80.883582,198076
1452120.00004947,516040.999934971,ELEC,SouthPark Mall,4400 Sharon Rd,877-455-3833,Public,24 hours daily,,2,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,136,35.15402,-80.83309,198347
1411699.99985288,519888.000114977,ELEC,BP,9311 Steele Creek Rd,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,137,35.16246,-80.96855,198869
1447569.99996313,479907.000024647,ELEC,BP,9935 Ballantyne Commons Pkwy,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,138,35.05452,-80.84605,198870
1407229.99993464,570650.999966726,ELEC,BP,221 Mt Holly Huntersville Rd,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,139,35.301669,-80.986902,198871
1505539.99983655,550328.9999284,ELEC,BP,7910 Cambridge Commons Dr,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,140,35.250797,-80.656302,198872
1503580.00014764,521356.000131726,ELEC,Earp's Express,7020 Brighton Park Dr,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,141,35.171108,-80.661253,198873
1405449.99988572,497047.999863312,ELEC,BP,12922 Walker Branch Rd,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,142,35.099375,-80.987905,198874
1468119.99987355,595314.999851227,ELEC,BP Highland Creek,5045 Ridge Rd,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,143,35.3726,-80.78433,198876
1481970.00006063,490030.000119805,ELEC,BP,3040 Weddington Rd,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,144,35.084032,-80.731712,198877
1414769.99994648,583288.999953151,ELEC,BP,2211 Vinnies Way,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,145,35.336799,-80.962461,198878
1458680.00005281,539883.000151142,ELEC,Thomas Ave Public Lot,1225 Thomas Ave,877-455-3833,Public,24 hours daily,,,eVgo Network,https://www.evgo.com/,2021/12/04 00:00:00+00,2021/12/04 01:20:54+00,2021/10/25 00:00:00+00,,,146,35.21985,-80.81261,198902
1450539.99992864,540832.999891564,ELEC,"CHARLOTTE, NC CMGC PRKG L1-2",232 S Davidson St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2021/10/30 00:00:00+00,,,147,35.222049,-80.839916,199471
1468949.99985397,478156.999915734,ELEC,Hyatt House Charlotte / Rea Farms,9930 Sandy Rock Pl,,Public - Credit card at all times,24 hours daily,A D Debit M V,3,Non-Networked,,1900/01/01 00:00:00+00,2021/11/05 05:26:30+00,2021/10/29 00:00:00+00,HOTEL,,148,35.050781,-80.774517,200623
1470869.99995098,480191.000112817,ELEC,Courtyard by Marriott,6319 Providence Farm Ln,,Public - Credit card at all times,24 hours daily,A D Debit M V,1,Non-Networked,,1900/01/01 00:00:00+00,2021/11/05 05:26:30+00,2021/10/29 00:00:00+00,HOTEL,,149,35.056463,-80.768243,200624
1454540.00013071,537812.000028059,ELEC,NHPMC Travis Avenue,220 Travis Avenue,800-663-5633,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,2,SemaCharge Network,https://semaconnect.com/,2021/12/04 00:00:00+00,2021/12/04 00:22:19+00,2021/11/10 00:00:00+00,,$0.88/Hr Parking Fee,150,35.2139527,-80.8263168,200875
1421649.99996597,545566.999937981,ELEC,CLT AIRPORT BV2 BASEMENT 1,5601 Wilkinson Blvd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2011/10/15 00:00:00+00,,,151,35.233542,-80.936932,41847
1448650.00009972,541533.00013198,ELEC,The Green Parking Garage,435 S Tryon St,604-338-3232,Public,"Garage business hours; pay lot",Cash M V,6,Non-Networked,,2020/12/03 00:00:00+00,2021/10/27 20:33:10+00,2011/08/08 00:00:00+00,PAY_GARAGE,Free,152,35.223874,-80.846273,42927
1450519.99996863,540808.999939561,ELEC,"CHARLOTTE, NC CMGC STATION 4",232 S Davidson St,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2012/05/31 00:00:00+00,,,153,35.221981,-80.839984,45854
1471170.00000714,577514.000020221,ELEC,"CHARLOTTE, NC MALLARD CK 02",1712 J N Pease Pl,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2012/04/01 00:00:00+00,,,154,35.323848,-80.773027,45858
1479350.0000513,520557.000089318,ELEC,East Charlotte Nissan,6901 E Independence Blvd,704-535-4012,Public - Call ahead,Dealership business hours,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,Free,155,35.167774,-80.742259,47117
1479350.0000513,520557.000089318,ELEC,East Charlotte Nissan,6901 E Independence Blvd,704-535-4012,Private,,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,,156,35.167774,-80.742259,47118
1437249.99993388,500765.999973223,ELEC,Scott Clark Nissan,9215 S Blvd,704-552-9191,Public - Call ahead,Dealership business hours,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,Free,157,35.111292,-80.881867,47119
1437249.99993388,500765.999973223,ELEC,Scott Clark Nissan,9215 S Blvd,704-552-9191,Private,,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,,158,35.111292,-80.881867,47120
1442580.00010064,630190.999980971,ELEC,Modern Nissan - Lake Norman,18615 Statesville Rd,704-237-5100,Public - Call ahead,Dealership business hours,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,Free,159,35.467117,-80.872205,47123
1442580.00010064,630190.999980971,ELEC,Modern Nissan - Lake Norman,18615 Statesville Rd,704-237-5100,Private,,,1,Non-Networked,,2020/06/09 00:00:00+00,2021/03/11 23:22:17+00,2012/01/31 00:00:00+00,CAR_DEALER,,160,35.467117,-80.872205,47124
1450029.99996439,543345.0001169,ELEC,LAZ - Fifth Third Center,201 N Tryon St,704-358-8076,Public,"Garage business hours; pay lot",,2,Non-Networked,,2020/12/03 00:00:00+00,2021/03/11 23:22:17+00,2011/12/31 00:00:00+00,PAY_GARAGE,Free,161,35.228923,-80.841769,50690
1452199.99988946,543226.000026807,ELEC,Levine Properties,325 E 9th St,704-688-3333,Public,24 hours daily,,2,Non-Networked,,2020/12/03 00:00:00+00,2021/03/11 23:22:17+00,2012/11/30 00:00:00+00,PAY_LOT,Free,162,35.228706,-80.834507,50691
1450320.00004056,542514.000138476,ELEC,Secure Parking - BAC Parking Deck,150 N College St,704-331-0055,Public,"Garage business hours; pay lot",,2,Non-Networked,,2020/12/03 00:00:00+00,2021/11/12 18:47:04+00,2011/12/31 00:00:00+00,PAY_GARAGE,Free,163,35.226655,-80.840749,50692
1450189.99997248,542866.000090644,ELEC,Secure Parking - Hearst Tower Deck,214 N Tryon St,704-333-4011,Public,"Garage business hours; pay lot",,2,Non-Networked,,2020/12/03 00:00:00+00,2021/03/11 23:22:17+00,2011/12/31 00:00:00+00,PAY_GARAGE,Free,164,35.227616,-80.84119,50693
1453910.00007838,594142.999898642,ELEC,HENDRICK BMW NL STATION 01,Hendrick Way,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2014/02/20 00:00:00+00,,,165,35.368671,-80.83191,60418
1419179.99998473,541295.999949813,ELEC,CLT AIRPORT LEVEL4_ST1,5501 R C Josh Birmingham Pkwy,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2015/02/04 00:00:00+00,,,166,35.221677,-80.944937,65505
1446459.99988656,475917.000130638,ELEC,Publix #1442,11222 Providence Rd W,704-716-2344,Public,"Store business hours; for customer use only",,1,Non-Networked,,2021/02/15 00:00:00+00,2021/03/11 23:22:17+00,2014/02/26 00:00:00+00,GROCERY,Free,167,35.0435,-80.84951,68383
1443689.99984914,535933.999847054,ELEC,Publix #1453,2222 South Blvd,704-373-2122,Public,"Store business hours; for customer use only",,1,Non-Networked,,2021/02/15 00:00:00+00,2021/03/11 23:22:17+00,2015/04/18 00:00:00+00,GROCERY,Free,168,35.208237,-80.86254,68384
1457700.0000443,479282.999960303,ELEC,VRF ROBINSON FARM,8430 Rea Rd,888-758-4389,Public,24 hours daily,,2,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2015/10/21 00:00:00+00,,,169,35.053318,-80.81217,70594
1446680.00010271,610664.999991059,ELEC,"CHARLOTTE, NC HUNTERSVILLE 01",10300 Compass St,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/02/12 00:00:00+00,,,170,35.41369,-80.857192,73502
1446360.00008656,538485.9999924,ELEC,"CHARLOTTE, NC SOUTHEND 02",1428 South Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/02/13 00:00:00+00,,,171,35.215386,-80.853754,73525
1446309.99985847,538469.00002639,ELEC,"CHARLOTTE, NC SOUTHEND 01",1424-1436 South Blvd,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,2021/12/04 00:00:00+00,2021/12/04 00:31:15+00,2016/02/13 00:00:00+00,,,172,35.215337,-80.853918,73527
